Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
DT_OriginalTFIDF,25,0.8434482758620692,0.6023493442096157,0.5980217353995299,0.5917068762581509,0.5980217353995299,0.2515210056304932,"[0.8782051282051283, 0.6528301886792452, 0.6811320754716981, 0.4166666666666667, 0.47058823529411764, 0.766025641025641, 0.6395833333333334, 0.6245283018867924, 0.542016806722689, 0.4423076923076923, 0.5448717948717949, 0.5840336134453781, 0.5322128851540616, 0.605, 0.5622641509433962, 0.5352564102564102, 0.4519230769230769, 0.72, 0.6634615384615384, 0.6433962264150943, 0.580498866213152, 0.6232492997198879, 0.5875, 0.4722222222222222, 0.7307692307692307]"
