Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
NB_EnhancedTFIDF,25,0.5719402985074628,0.6338203272546362,0.701664979471081,0.5507839538094315,0.701664979471081,0.8809945106506347,"[0.6685704395984771, 0.7897727272727273, 0.631140350877193, 0.7014678899082568, 0.6601834862385321, 0.7011076497057804, 0.7352941176470589, 0.6251231527093597, 0.696590909090909, 0.6755390835579516, 0.7571824160609206, 0.6868942267172355, 0.7378640776699029, 0.6652957305131217, 0.6878182530356444, 0.7358490566037736, 0.656915691569157, 0.7358010184097141, 0.7104534440983039, 0.7460550458715596, 0.7261396011396012, 0.7310897435897435, 0.6852564102564103, 0.7012807199723088, 0.6929392446633826]"
