Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
DT_EnhancedTFIDF,25,0.8429530201342282,0.7445482723835211,0.7451046014815167,0.7432523306665969,0.7451046014815168,4.274484548568726,"[0.7650205761316873, 0.7419550698239222, 0.7480833333333333, 0.7689166666666667, 0.7749719416386084, 0.7474193548387098, 0.7129407051282052, 0.7204166666666668, 0.7031739098784305, 0.7843619375461027, 0.7381199418966591, 0.7627192982456141, 0.7547554817735352, 0.7175070899910078, 0.7434093413579723, 0.7451867816091954, 0.705980570734669, 0.7198588918862835, 0.7222106937815591, 0.7902380432408823, 0.7118203309692672, 0.735309973045822, 0.7875267094017093, 0.7793333333333333, 0.7463783941180754]"
