Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
DT_OriginalTFIDF,25,0.8413422818791946,0.7420866337938048,0.7468911544190111,0.7428493435876854,0.7468911544190111,3.0917328357696534,"[0.7708567153011597, 0.717364905889496, 0.7693333333333332, 0.7148333333333333, 0.7658810325476992, 0.7455645161290323, 0.6951789529914529, 0.7084166666666668, 0.7149668777753513, 0.7841980165560201, 0.766445320605935, 0.7286967418546366, 0.7671716123677111, 0.7814553503493117, 0.7168347885055524, 0.6982040229885057, 0.708029751062538, 0.7428235456872103, 0.7594590855640866, 0.7694911552740772, 0.7447146234380277, 0.7771274547554872, 0.7861244658119658, 0.7292500000000001, 0.8098565916866856]"
