Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
NB_ImprovedTFIDF,25,0.5718120805369127,0.6440395354733002,0.7248458244061551,0.5521860386976944,0.7248458244061551,1.4025178623199464,"[0.7246165357276468, 0.7355798421372192, 0.7331666666666667, 0.714, 0.684998129442574, 0.7239516129032257, 0.7308360042735043, 0.7111666666666667, 0.7505641697605008, 0.7389558232931727, 0.7344193124437988, 0.7176065162907269, 0.7217610845956977, 0.724597080998824, 0.7224294312113249, 0.7038793103448275, 0.7141013964784457, 0.7370132115929999, 0.729957805907173, 0.724721554924656, 0.7175954069571091, 0.7015402387370042, 0.7393162393162394, 0.7275833333333332, 0.7567882361505424]"
