Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
DT_OriginalTFIDF,25,0.8232835820895523,0.7229258897520557,0.727422495551097,0.7224349263832183,0.727422495551097,0.7811635589599609,"[0.7400484596746278, 0.7694805194805194, 0.6916666666666667, 0.7095412844036697, 0.7587155963302753, 0.6754932502596054, 0.754595588235294, 0.8078817733990149, 0.7715909090909091, 0.6566711590296497, 0.6801661474558671, 0.6595027391487569, 0.7466332602568118, 0.7585193889541716, 0.663337250293772, 0.6886792452830189, 0.7946294629462946, 0.6978065021543283, 0.6986846659743855, 0.7220183486238533, 0.6944444444444444, 0.7733974358974359, 0.716025641025641, 0.7635860159224646, 0.7924466338259442]"
