Experiment,repeated_times,Accuracy,Precision,Recall,F1,AUC,Avg_Time(s),CV_list(AUC)
DT_ImprovedTFIDF,25,0.8232835820895522,0.7231900778430089,0.7305577631770831,0.7247113212891242,0.7305577631770832,0.8026126003265381,"[0.8141225337487019, 0.6919642857142857, 0.7254385964912281, 0.7587155963302753, 0.6495412844036696, 0.6985115957078574, 0.7380514705882353, 0.7216748768472907, 0.753409090909091, 0.6923854447439354, 0.7727587400484597, 0.650653181626633, 0.7159411212026309, 0.7667450058754407, 0.7593027810419115, 0.7338274932614555, 0.759075907590759, 0.7937720329024677, 0.6940117687781239, 0.7003669724770643, 0.7421652421652422, 0.7852564102564102, 0.701602564102564, 0.7497403946002077, 0.6949096880131362]"
