Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.8523489932885906,0.7559216457667404,0.7336326225215114,0.7437460913070668,0.7336326225215114,3.2377357482910156
1,0.8053691275167785,0.6742916174734357,0.6792653309046751,0.6766928544706322,0.6792653309046751,3.088961601257324
2,0.8355704697986577,0.7060137578895114,0.7420833333333333,0.720925787894425,0.7420833333333333,2.9727017879486084
3,0.8322147651006712,0.701750700280112,0.7400833333333333,0.7172890103217973,0.7400833333333333,3.1516098976135254
4,0.8993288590604027,0.8381360641422562,0.8187055742611298,0.8278783211397767,0.8187055742611299,3.0259854793548584
5,0.802013422818792,0.6764596388906123,0.7293548387096774,0.6940930839495433,0.7293548387096775,3.127237319946289
6,0.8187919463087249,0.7305932703659976,0.7086672008547008,0.7182773109243697,0.7086672008547008,2.9233784675598145
7,0.8791946308724832,0.7775189786059351,0.7680833333333333,0.772654064592693,0.7680833333333332,2.89961576461792
8,0.8624161073825504,0.7763805358119191,0.7943874208342433,0.7847541532336204,0.7943874208342433,3.044036865234375
9,0.8859060402684564,0.7923940660601589,0.7923940660601589,0.7923940660601589,0.7923940660601589,2.811767339706421
10,0.7953020134228188,0.6981981981981982,0.7313066334647575,0.7109234610308033,0.7313066334647575,3.0298824310302734
11,0.8221476510067114,0.752826775214835,0.7451754385964913,0.7488351382726651,0.7451754385964913,2.920421600341797
12,0.8590604026845637,0.7869809203142537,0.7653040049802864,0.7752155172413793,0.7653040049802864,3.061793088912964
13,0.8422818791946308,0.7577227993439037,0.7608424984436606,0.7592602141666237,0.7608424984436605,3.055323839187622
14,0.825503355704698,0.6967112489500549,0.7580740866321947,0.7179879158477106,0.7580740866321946,2.8495900630950928
15,0.8187919463087249,0.7143429487179487,0.7306034482758621,0.7217264992737082,0.7306034482758621,2.966240644454956
16,0.8422818791946308,0.7373522458628842,0.7666970248937461,0.7500847563478044,0.7666970248937462,2.999974012374878
17,0.8657718120805369,0.7929078014184396,0.7999584976136127,0.7963367960634227,0.7999584976136127,3.0474255084991455
18,0.8489932885906041,0.7679059595407327,0.7711489243964862,0.7695044603722994,0.7711489243964862,3.075140953063965
19,0.8422818791946308,0.7458310552214324,0.7618475649705176,0.7532547610239064,0.7618475649705175,3.0808000564575195
20,0.8523489932885906,0.7802992695553507,0.7669706180344478,0.7732586290378364,0.7669706180344479,2.9351024627685547
21,0.8187919463087249,0.7010894684714427,0.73453985367732,0.7147010850294305,0.7345398536773199,3.089811325073242
22,0.8590604026845637,0.7910657051282051,0.7910657051282051,0.7910657051282051,0.7910657051282052,3.1480753421783447
23,0.8590604026845637,0.73925,0.73925,0.73925,0.7392500000000001,3.203859567642212
24,0.87248322147651,0.7967654986522911,0.7805197641406421,0.788178077066966,0.7805197641406421,3.009235143661499
