Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.8557046979865772,0.7600574712643677,0.7708567153011597,0.7652210557174004,0.7708567153011597,3.483490467071533
1,0.8087248322147651,0.6891053152855728,0.717364905889496,0.7007557740077164,0.717364905889496,3.163886547088623
2,0.8389261744966443,0.7158119658119658,0.7693333333333333,0.7361275088547816,0.7693333333333332,3.182912826538086
3,0.8322147651006712,0.695658773527626,0.7148333333333333,0.704294673334921,0.7148333333333333,3.2458748817443848
4,0.8590604026845637,0.7658810325476992,0.7658810325476992,0.7658810325476992,0.7658810325476992,3.099271774291992
5,0.8422818791946308,0.7216641188032321,0.7455645161290323,0.7323165720619995,0.7455645161290323,3.3842151165008545
6,0.8154362416107382,0.7251058914131691,0.6951789529914529,0.7075459914708349,0.6951789529914529,3.0205557346343994
7,0.8355704697986577,0.698539334762245,0.7084166666666667,0.7032294778773652,0.7084166666666668,3.0663182735443115
8,0.8422818791946308,0.7460833333333333,0.7149668777753513,0.7283289690621666,0.7149668777753513,3.007128953933716
9,0.8859060402684564,0.7939306603373739,0.7841980165560201,0.7889166666666667,0.7841980165560201,2.913647174835205
10,0.8221476510067114,0.7323841698841699,0.7664453206059348,0.7462199726841809,0.766445320605935,3.14337158203125
11,0.8120805369127517,0.73837513061651,0.7286967418546366,0.7332480818414322,0.7286967418546366,3.133941650390625
12,0.8523489932885906,0.7739167434933693,0.7671716123677111,0.7704481792717086,0.7671716123677111,3.2648396492004395
13,0.8557046979865772,0.7780891197375615,0.7814553503493118,0.7797487065779749,0.7814553503493117,2.9616901874542236
14,0.8288590604026845,0.6887544273907911,0.7168347885055523,0.7007030465349849,0.7168347885055524,2.8717241287231445
15,0.8087248322147651,0.6956598822778526,0.6982040229885058,0.6969113002515925,0.6982040229885057,2.9745309352874756
16,0.8288590604026845,0.7110897189064305,0.708029751062538,0.7095350037268505,0.708029751062538,2.9478917121887207
17,0.8523489932885906,0.7786774628879891,0.7428235456872103,0.7581168831168831,0.7428235456872103,3.192901372909546
18,0.8691275167785235,0.8125833333333333,0.7594590855640866,0.7810598496693857,0.7594590855640866,3.010681629180908
19,0.8221476510067114,0.723334942084942,0.7694911552740773,0.7407206763522942,0.7694911552740772,2.9341859817504883
20,0.8355704697986577,0.7537114845938375,0.7447146234380277,0.7490159679609482,0.7447146234380277,2.856215476989746
21,0.8523489932885906,0.7489105623573356,0.7771274547554871,0.7613743903326782,0.7771274547554872,3.141441822052002
22,0.8691275167785235,0.811931280483366,0.7861244658119658,0.7977903436276641,0.7861244658119658,3.03395938873291
23,0.8422818791946308,0.7118598382749326,0.72925,0.7198519851985199,0.7292500000000001,3.198448419570923
24,0.8657718120805369,0.7810498514361175,0.8098565916866856,0.7938714809434876,0.8098565916866856,3.060195207595825
