Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.5738255033557047,0.6405430711610487,0.7246165357276468,0.5525366816822143,0.7246165357276468,1.4668376445770264
1,0.5906040268456376,0.6432262827611664,0.7355798421372192,0.5652236307103564,0.7355798421372192,1.2995986938476562
2,0.5805369127516778,0.6283427365717169,0.7331666666666667,0.547073915105237,0.7331666666666667,1.3036046028137207
3,0.5201342281879194,0.6256544502617801,0.714,0.5005567080388641,0.714,1.4580087661743164
4,0.5436241610738255,0.6167540255938047,0.6849981294425739,0.5229755178907721,0.684998129442574,1.3142988681793213
5,0.5671140939597316,0.6290127758420442,0.7239516129032257,0.5394788858939803,0.7239516129032257,1.3792650699615479
6,0.6040268456375839,0.6610003725782414,0.7308360042735043,0.588436329588015,0.7308360042735043,1.4473199844360352
7,0.5436241610738255,0.6193032015065913,0.7111666666666667,0.5169717772692601,0.7111666666666667,1.367116928100586
8,0.6073825503355704,0.6588224437061647,0.7505641697605008,0.5851409397570291,0.7505641697605008,1.4171452522277832
9,0.5637583892617449,0.6368715083798883,0.7389558232931727,0.5382818459191456,0.7389558232931727,1.464841365814209
10,0.587248322147651,0.6605248200075786,0.7344193124437989,0.572692617074109,0.7344193124437988,1.3452229499816895
11,0.5906040268456376,0.6667146697388633,0.7176065162907268,0.5823069852941176,0.7176065162907269,1.3490209579467773
12,0.5671140939597316,0.6550290135396519,0.7217610845956975,0.5550848928856638,0.7217610845956977,1.426245927810669
13,0.6006711409395973,0.6498246585455888,0.7245970809988241,0.5807233474030197,0.724597080998824,1.4012727737426758
14,0.5469798657718121,0.6235404896421846,0.7224294312113249,0.5197163425378747,0.7224294312113249,1.375248670578003
15,0.5335570469798657,0.6412994772218074,0.7038793103448275,0.5226725359822076,0.7038793103448275,1.4528231620788574
16,0.5436241610738255,0.6364119922630561,0.7141013964784457,0.526917868982584,0.7141013964784457,1.4387383460998535
17,0.610738255033557,0.6577796196528065,0.7370132115929999,0.5906593406593407,0.7370132115929999,1.3564393520355225
18,0.5704697986577181,0.6613756613756614,0.729957805907173,0.559028901734104,0.729957805907173,1.3280882835388184
19,0.587248322147651,0.643075639599555,0.724721554924656,0.5652730830813023,0.724721554924656,1.4763152599334717
20,0.5637583892617449,0.6576307677252042,0.7175954069571091,0.5540360086568126,0.7175954069571091,1.464228868484497
21,0.5335570469798657,0.6265473887814313,0.7015402387370042,0.5158436093740868,0.7015402387370042,1.4132864475250244
22,0.5906040268456376,0.6720430107526882,0.7393162393162394,0.579699421965318,0.7393162393162394,1.4963674545288086
23,0.5570469798657718,0.6278558052434458,0.7275833333333332,0.5295862233915332,0.7275833333333332,1.442337989807129
24,0.6174496644295302,0.661804504380533,0.7567882361505422,0.5937335565654149,0.7567882361505424,1.3792729377746582
