Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.5,0.5857142857142857,0.7211538461538461,0.4530081300813008,0.7211538461538461,0.2732696533203125
1,0.5,0.5432692307692308,0.6358490566037736,0.4245638043106398,0.6358490566037736,0.2802708148956299
2,0.4482758620689655,0.5675675675675675,0.6981132075471699,0.40283140283140284,0.6981132075471699,0.28125524520874023
3,0.3620689655172414,0.5121457489878543,0.5416666666666666,0.31634278432621854,0.5416666666666667,0.2713925838470459
4,0.5689655172413793,0.5821428571428572,0.6932773109243697,0.5039343140608963,0.6932773109243697,0.28178834915161133
5,0.41379310344827586,0.575,0.6730769230769231,0.3875776397515528,0.6730769230769231,0.27828192710876465
6,0.7241379310344828,0.5746753246753247,0.5958333333333333,0.5797101449275363,0.5958333333333332,0.28127050399780273
7,0.27586206896551724,0.5531914893617021,0.6037735849056604,0.26802884615384615,0.6037735849056604,0.2522292137145996
8,0.5172413793103449,0.6,0.7254901960784313,0.4774774774774775,0.7254901960784313,0.272247314453125
9,0.5689655172413793,0.5967741935483871,0.7596153846153846,0.5039343140608963,0.7596153846153846,0.2792537212371826
10,0.5172413793103449,0.5588942307692308,0.657051282051282,0.4520917678812416,0.657051282051282,0.2812802791595459
11,0.5172413793103449,0.5709090909090909,0.6638655462184874,0.46578947368421053,0.6638655462184874,0.2742490768432617
12,0.4482758620689655,0.5572715572715572,0.6246498599439776,0.41414141414141414,0.6246498599439776,0.2802543640136719
13,0.5,0.6081081081081081,0.71,0.4735524256651017,0.71,0.28175926208496094
14,0.5517241379310345,0.5806451612903226,0.7547169811320755,0.4763888888888889,0.7547169811320755,0.28325748443603516
15,0.46551724137931033,0.5496894409937888,0.6282051282051282,0.41528455284552845,0.6282051282051282,0.2827599048614502
16,0.4827586206896552,0.5240384615384616,0.5641025641025641,0.41295546558704455,0.5641025641025641,0.2802727222442627
17,0.5,0.6081081081081081,0.71,0.4735524256651017,0.71,0.2822859287261963
18,0.5,0.5557575757575758,0.6474358974358975,0.4398934398934399,0.6474358974358975,0.2802600860595703
19,0.3793103448275862,0.524966261808367,0.569811320754717,0.34090909090909094,0.5698113207547171,0.2802543640136719
20,0.5172413793103449,0.6216216216216216,0.7142857142857143,0.4956521739130435,0.7142857142857143,0.2824828624725342
21,0.5517241379310345,0.6060606060606061,0.7450980392156863,0.5039473684210527,0.7450980392156863,0.27630114555358887
22,0.5172413793103449,0.631578947368421,0.7083333333333334,0.5024509803921569,0.7083333333333333,0.2552495002746582
23,0.5344827586206896,0.5344827586206897,0.6342592592592593,0.42825848849945236,0.6342592592592593,0.2802553176879883
24,0.39655172413793105,0.5377867746288798,0.5897435897435898,0.3646322378716745,0.5897435897435899,0.283261775970459
