Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.5149253731343284,0.620306324110672,0.668570439598477,0.5049730036942313,0.6685704395984771,0.8575823307037354
1,0.6791044776119403,0.6596244131455399,0.7897727272727273,0.6295724847315975,0.7897727272727273,0.8187870979309082
2,0.47761194029850745,0.5711904761904761,0.631140350877193,0.450046904315197,0.631140350877193,0.8707923889160156
3,0.5895522388059702,0.6236486486486487,0.7014678899082569,0.559500328731098,0.7014678899082568,0.7604925632476807
4,0.5223880597014925,0.6031183557760453,0.6601834862385321,0.5037037037037037,0.6601834862385321,0.8491091728210449
5,0.5447761194029851,0.6407461240310077,0.7011076497057805,0.5333143020268342,0.7011076497057804,0.9011151790618896
6,0.5970149253731343,0.686046511627907,0.7352941176470589,0.5911864406779661,0.7352941176470589,0.9233429431915283
7,0.5298507462686567,0.5881944444444445,0.6251231527093596,0.5128959667647568,0.6251231527093597,0.9068233966827393
8,0.582089552238806,0.6168918918918919,0.696590909090909,0.549579831932773,0.696590909090909,0.9158322811126709
9,0.5074626865671642,0.6348343685300207,0.6755390835579516,0.5020270270270271,0.6755390835579516,0.8249776363372803
10,0.6343283582089553,0.6673423423423424,0.7571824160609206,0.6107191557479101,0.7571824160609206,0.7439539432525635
11,0.5373134328358209,0.6020713463751438,0.6868942267172355,0.5054761904761904,0.6868942267172355,0.8377745151519775
12,0.5970149253731343,0.6823529411764706,0.7378640776699029,0.5896098003629764,0.7378640776699029,0.8988163471221924
13,0.5597014925373134,0.5950450450450451,0.6652957305131217,0.5233616687767528,0.6652957305131217,0.8722960948944092
14,0.5970149253731343,0.6069119286510591,0.6878182530356444,0.5531126482213439,0.6878182530356444,0.882803201675415
15,0.582089552238806,0.6666666666666666,0.7358490566037736,0.5705128205128205,0.7358490566037736,0.8747966289520264
16,0.5597014925373134,0.6226547842401501,0.656915691569157,0.5506678033532254,0.656915691569157,0.8986761569976807
17,0.6194029850746269,0.634375,0.735801018409714,0.5800921658986175,0.7358010184097141,0.8596594333648682
18,0.5597014925373134,0.6447619047619048,0.7104534440983039,0.5463361450622597,0.7104534440983039,0.9170331954956055
19,0.6119402985074627,0.6515254237288136,0.7460550458715596,0.5852380952380952,0.7460550458715596,0.9135606288909912
20,0.582089552238806,0.6469907407407407,0.7261396011396012,0.563009550430934,0.7261396011396012,0.9198355674743652
21,0.6194029850746269,0.664274322169059,0.7310897435897437,0.6032971498229522,0.7310897435897435,0.9348492622375488
22,0.5298507462686567,0.6477127523639151,0.6852564102564103,0.525383707201889,0.6852564102564103,0.9634432792663574
23,0.5671641791044776,0.6354530631260191,0.7012807199723088,0.5502314814814815,0.7012807199723088,0.9228448867797852
24,0.5970149253731343,0.6327683615819208,0.6929392446633826,0.575750469043152,0.6929392446633826,0.9556646347045898
