Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.8507462686567164,0.7696969696969698,0.8234683281412254,0.7901659880989664,0.8234683281412253,1.0883100032806396
1,0.8134328358208955,0.6869715001565926,0.742288961038961,0.7060114085125055,0.742288961038961,1.1470708847045898
2,0.746268656716418,0.5970588235294118,0.6447368421052632,0.6057459328487366,0.644736842105263,1.1967971324920654
3,0.8432835820895522,0.7418831168831169,0.7187155963302753,0.7290844324636565,0.7187155963302753,1.089534044265747
4,0.8507462686567164,0.754798276537407,0.7387155963302753,0.7462121212121212,0.7387155963302753,1.2291233539581299
5,0.7910447761194029,0.6753201799930771,0.6753201799930771,0.6753201799930771,0.6753201799930771,1.0884857177734375
6,0.8432835820895522,0.7853116191669276,0.7791053921568627,0.7821138211382114,0.7791053921568627,1.0966987609863281
7,0.7761194029850746,0.6909581646423751,0.7323481116584565,0.7044117647058823,0.7323481116584565,1.0879909992218018
8,0.835820895522388,0.7208333333333333,0.7208333333333333,0.7208333333333333,0.7208333333333333,1.0959954261779785
9,0.7910447761194029,0.6875,0.6971024258760108,0.6919540229885057,0.6971024258760108,1.1150131225585938
10,0.8283582089552238,0.7338274932614555,0.7402215299411561,0.7369184805804524,0.7402215299411561,1.1090669631958008
11,0.7985074626865671,0.6329545454545454,0.6479140328697851,0.6394618834080718,0.6479140328697851,1.104729175567627
12,0.7985074626865671,0.7194117647058824,0.7336360789226433,0.7258052292535051,0.7336360789226433,1.066972255706787
13,0.8059701492537313,0.6876687668766877,0.7450058754406581,0.7065363881401617,0.7450058754406581,1.1180155277252197
14,0.8731343283582089,0.7780032467532467,0.7683117900509204,0.77299451918286,0.7683117900509204,1.0711545944213867
15,0.8432835820895522,0.7634129456559363,0.7564016172506738,0.7597951344430218,0.7564016172506739,1.094710350036621
16,0.8134328358208955,0.7494331065759637,0.764026402640264,0.7560265093583861,0.764026402640264,1.0743825435638428
17,0.8283582089552238,0.6964285714285714,0.6895808852330592,0.692874937717987,0.6895808852330592,1.0877079963684082
18,0.8208955223880597,0.7195456325891108,0.6940117687781239,0.704954128440367,0.6940117687781239,1.017216682434082
19,0.8432835820895522,0.7416666666666667,0.7341284403669726,0.7377690802348336,0.7341284403669724,1.084439754486084
20,0.8283582089552238,0.7282430213464697,0.7475071225071226,0.7369184805804524,0.7475071225071226,1.1404578685760498
21,0.7761194029850746,0.6745283018867925,0.6660256410256411,0.6699507389162561,0.6660256410256411,1.0960009098052979
22,0.7835820895522388,0.6932193219321932,0.7064102564102563,0.6991095625241966,0.7064102564102563,1.1369776725769043
23,0.8507462686567164,0.7812356979405035,0.7127033575631706,0.7375636506071288,0.7127033575631706,1.0262465476989746
24,0.8283582089552238,0.7471153846153846,0.7532019704433497,0.7500608223177359,0.7532019704433497,1.093003511428833
