Run,Accuracy,Precision,Recall,F1,AUC,Processing Time (s)
0,0.8059701492537313,0.708070807080708,0.740048459674628,0.7208333333333333,0.7400484596746278,0.7797136306762695
1,0.8283582089552238,0.7079549013466959,0.7694805194805194,0.729530495831505,0.7694805194805194,0.7856316566467285
2,0.7910447761194029,0.6400641025641025,0.6916666666666667,0.6557798165137615,0.6916666666666667,0.8177428245544434
3,0.8283582089552238,0.7162878787878788,0.7095412844036697,0.7127947069238654,0.7095412844036697,0.7793214321136475
4,0.8582089552238806,0.7670454545454546,0.7587155963302752,0.7627434535458019,0.7587155963302753,0.7831065654754639
5,0.8134328358208955,0.705762987012987,0.6754932502596054,0.6878203336128972,0.6754932502596054,0.781792402267456
6,0.8059701492537313,0.7355442176870748,0.7545955882352942,0.7438235294117648,0.754595588235294,0.7994034290313721
7,0.835820895522388,0.7612148230704932,0.8078817733990147,0.7788778877887789,0.8078817733990149,0.7216553688049316
8,0.8656716417910447,0.7715909090909091,0.7715909090909091,0.7715909090909091,0.7715909090909091,0.7967240810394287
9,0.7686567164179104,0.6527093596059113,0.6566711590296497,0.6546104597987861,0.6566711590296497,0.807750940322876
10,0.8208955223880597,0.7193426042983565,0.6801661474558671,0.6954545454545454,0.6801661474558671,0.7908015251159668
11,0.8507462686567164,0.7120448179271709,0.6595027391487569,0.6791187739463602,0.6595027391487569,0.7409272193908691
12,0.835820895522388,0.7725856697819314,0.7466332602568118,0.7579638752052545,0.7466332602568118,0.7729272842407227
13,0.8283582089552238,0.7115384615384616,0.7585193889541716,0.729530495831505,0.7585193889541716,0.8287529945373535
14,0.8134328358208955,0.669237012987013,0.663337250293772,0.6661684105630294,0.663337250293772,0.8092381954193115
15,0.7985074626865671,0.6938386985115956,0.6886792452830188,0.6911651728553136,0.6886792452830189,0.7717187404632568
16,0.8134328358208955,0.7541407867494824,0.7946294629462947,0.7685664939550949,0.7946294629462946,0.8049941062927246
17,0.8134328358208955,0.6798433048433048,0.6978065021543283,0.6878203336128972,0.6978065021543283,0.7773594856262207
18,0.8283582089552238,0.7329545454545454,0.6986846659743856,0.7127947069238654,0.6986846659743855,0.6896522045135498
19,0.7985074626865671,0.6853553921568627,0.7220183486238532,0.6991768520828137,0.7220183486238533,0.7972297668457031
20,0.8134328358208955,0.7003669724770643,0.6944444444444444,0.6972982741483691,0.6944444444444444,0.7787075042724609
21,0.8507462686567164,0.7873989218328841,0.7733974358974358,0.7799671592775042,0.7733974358974359,0.7346675395965576
22,0.7985074626865671,0.7110867522705919,0.716025641025641,0.7134711332858161,0.716025641025641,0.7997276782989502
23,0.8656716417910447,0.7982765374069722,0.7635860159224646,0.7787155963302752,0.7635860159224646,0.7737669944763184
24,0.8507462686567164,0.7788913247729408,0.7924466338259442,0.7852564102564102,0.7924466338259442,0.8057754039764404
